airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,18:15:00,705,1,no info,14781
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,19:50:00,1495,1,in-flight meal not included,10844
Indigo,2019-06-24,Delhi,Cochin,20:25:00,01:30:00,305,1,no info,5054
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,07:40:00,765,1,no info,13817
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,12898
Indigo,2019-03-15,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,8855
Spicejet,2019-05-21,Banglore,Delhi,09:30:00,12:20:00,170,0,no info,3625
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,19:00:00,520,1,no info,11789
Air India,2019-05-21,Kolkata,Banglore,17:30:00,08:55:00,925,1,no info,11936
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2,no info,13014
Indigo,2019-06-09,Delhi,Cochin,20:25:00,01:30:00,305,1,no info,5458
Air India,2019-06-03,Delhi,Cochin,18:05:00,21:10:00,185,0,no info,6934
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:00:00,615,1,no info,11789
Jet Airways,2019-03-01,Banglore,Delhi,05:45:00,19:10:00,805,1,no info,27992
Goair,2019-06-12,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,4959
Jet Airways,2019-03-21,Banglore,Delhi,07:00:00,16:10:00,550,1,in-flight meal not included,7832
Multiple Carriers,2019-05-18,Delhi,Cochin,04:55:00,12:35:00,460,1,no info,8882
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,19:10:00,1365,1,no info,11467
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,09:05:00,965,1,no info,10027
Jet Airways,2019-06-12,Banglore,Delhi,06:00:00,08:45:00,165,0,in-flight meal not included,6478
Spicejet,2019-06-24,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no info,2017
Indigo,2019-03-01,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4778
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,12:35:00,1100,1,in-flight meal not included,10262
Jet Airways,2019-05-21,Banglore,Delhi,19:50:00,22:50:00,180,0,in-flight meal not included,4030
Indigo,2019-05-15,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,3850
Indigo,2019-03-21,Banglore,Delhi,04:00:00,06:50:00,170,0,no info,4777
Vistara,2019-03-06,Mumbai,Hyderabad,07:30:00,09:25:00,1555,1,no info,12395
Jet Airways,2019-03-12,Banglore,Delhi,16:55:00,09:30:00,995,1,no info,13817
Jet Airways,2019-06-06,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,8016
Indigo,2019-05-06,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,5224
Jet Airways,2019-06-03,Delhi,Cochin,20:00:00,04:25:00,505,2,in-flight meal not included,15318
Indigo,2019-03-06,Kolkata,Banglore,15:10:00,17:45:00,155,0,no info,5618
Indigo,2019-04-06,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4174
Indigo,2019-04-09,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Goair,2019-06-12,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,3419
Spicejet,2019-06-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,no info,2753
Jet Airways,2019-06-12,Banglore,Delhi,08:20:00,11:20:00,180,0,no info,8016
Air India,2019-05-12,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Indigo,2019-05-18,Delhi,Cochin,14:20:00,22:30:00,490,1,no info,7640
Goair,2019-06-27,Delhi,Cochin,07:00:00,12:55:00,355,1,no info,5281
Jet Airways,2019-06-18,Banglore,Delhi,11:10:00,14:05:00,175,0,in-flight meal not included,5769
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1420,1,no info,7690
Multiple Carriers,2019-06-24,Delhi,Cochin,08:00:00,21:00:00,780,1,no info,13797
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,20:20:00,1440,1,no info,8610
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,10:05:00,910,1,in-flight meal not included,7757
Multiple Carriers,2019-06-15,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,10877
Indigo,2019-03-09,Kolkata,Banglore,10:10:00,12:55:00,165,0,no info,4462
Air India,2019-03-03,Delhi,Cochin,20:00:00,19:15:00,1395,2,no info,17266
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,20:40:00,405,1,in-flight meal not included,11134
Indigo,2019-03-24,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,10067
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,04:25:00,600,2,in-flight meal not included,7791
Goair,2019-05-06,Kolkata,Banglore,16:40:00,00:15:00,455,1,no info,7102
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,12:35:00,1620,2,no info,13292
Jet Airways,2019-03-21,Banglore,Delhi,14:05:00,20:20:00,375,1,in-flight meal not included,7832
Spicejet,2019-03-21,Banglore,Delhi,10:20:00,18:15:00,475,1,no info,7139
Jet Airways,2019-04-06,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,5406
Indigo,2019-03-24,Banglore,Delhi,08:30:00,11:30:00,180,0,no info,6144
Jet Airways,2019-03-12,Mumbai,Hyderabad,06:30:00,16:35:00,605,2,no info,23528
Spicejet,2019-05-03,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,3625
Indigo,2019-03-21,Delhi,Cochin,07:20:00,12:30:00,310,1,no info,6388
Air India,2019-05-01,Kolkata,Banglore,16:50:00,07:55:00,905,1,no info,8366
Air India,2019-03-15,Delhi,Cochin,14:10:00,17:10:00,180,0,no info,5674
Indigo,2019-05-03,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,4332
Spicejet,2019-04-01,Banglore,Delhi,21:10:00,00:05:00,175,0,no info,3625
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,19:10:00,1570,1,in-flight meal not included,10539
Indigo,2019-04-09,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4174
Air India,2019-03-21,Banglore,Delhi,08:15:00,23:10:00,895,1,no info,4943
Jet Airways,2019-03-21,Delhi,Cochin,05:40:00,04:25:00,1365,2,no info,11543
Multiple Carriers,2019-03-27,Delhi,Cochin,10:20:00,01:35:00,915,1,no info,6427
Indigo,2019-05-03,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,3850
Spicejet,2019-05-27,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3543
Jet Airways,2019-06-03,Delhi,Cochin,09:40:00,19:00:00,560,2,no info,13014
Indigo,2019-06-24,Delhi,Cochin,02:00:00,07:25:00,325,1,no info,5636
Multiple Carriers,2019-06-27,Delhi,Cochin,15:15:00,01:30:00,615,1,in-flight meal not included,5797
Jet Airways,2019-03-01,Banglore,Delhi,18:40:00,00:45:00,365,1,no info,35185
Air India,2019-03-03,Delhi,Cochin,14:10:00,17:10:00,180,0,no info,7931
Jet Airways,2019-06-18,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,8016
Air India,2019-05-06,Kolkata,Banglore,09:25:00,15:05:00,1780,2,no info,11542
Multiple Carriers,2019-03-09,Delhi,Cochin,07:30:00,19:45:00,735,1,no info,12615
Air India,2019-03-09,Delhi,Cochin,05:55:00,07:40:00,1545,2,no info,14483
Jet Airways,2019-06-06,Delhi,Cochin,06:45:00,04:25:00,1300,2,no info,13376
Indigo,2019-06-03,Chennai,Kolkata,22:05:00,00:25:00,140,0,no info,5277
Indigo,2019-03-24,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,4332
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,23:25:00,1625,1,no info,8085
Spicejet,2019-05-12,Kolkata,Banglore,15:55:00,21:25:00,330,1,no info,8844
Jet Airways,2019-03-12,Banglore,Delhi,21:25:00,12:25:00,900,1,no info,13817
Indigo,2019-03-03,Delhi,Cochin,09:55:00,15:10:00,315,1,no info,12214
Indigo,2019-05-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,4392
Indigo,2019-04-27,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,4804
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,no info,13731
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,18:50:00,680,1,no info,15411
Air India,2019-03-27,Delhi,Cochin,13:20:00,07:40:00,1100,2,no info,10178
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,12:35:00,1615,2,no info,13014
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,5224
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,12:35:00,1505,1,in-flight meal not included,10262
Indigo,2019-03-21,Delhi,Cochin,08:35:00,22:20:00,825,1,no info,6790
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,22:35:00,965,1,no info,13339
Air India,2019-06-12,Kolkata,Banglore,09:10:00,13:15:00,245,1,no info,8996
Vistara,2019-03-15,Chennai,Kolkata,07:05:00,09:20:00,135,0,no info,6627
Indigo,2019-03-27,Chennai,Kolkata,13:20:00,15:35:00,135,0,no info,3384
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,21:00:00,480,1,in-flight meal not included,15136
Jet Airways,2019-06-01,Delhi,Cochin,02:15:00,19:00:00,1005,1,in-flight meal not included,10262
Multiple Carriers,2019-06-06,Delhi,Cochin,07:05:00,21:00:00,835,1,no info,13587
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,1125,2,in-flight meal not included,10368
Indigo,2019-03-03,Delhi,Cochin,02:35:00,08:30:00,355,1,no info,13790
Air India,2019-03-01,Banglore,Delhi,08:50:00,11:10:00,1580,2,no info,19372
Jet Airways,2019-05-24,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,no info,8040
Spicejet,2019-06-27,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3543
Air India,2019-05-18,Kolkata,Banglore,09:50:00,23:15:00,805,2,no info,15957
Indigo,2019-05-27,Delhi,Cochin,08:30:00,21:00:00,750,1,no info,6838
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1,no info,7980
Air India,2019-03-15,Banglore,Delhi,05:50:00,22:10:00,980,2,no info,9796
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,12:00:00,890,1,no info,14388
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25:00,535,2,no info,15129
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,12:00:00,330,1,in-flight meal not included,10844
Air India,2019-03-01,Banglore,Delhi,00:30:00,20:30:00,1200,1,1 long layover,14752
Spicejet,2019-05-27,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3543
Spicejet,2019-05-15,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,3841
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,10:45:00,1065,1,no info,9187
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,18:15:00,705,1,in-flight meal not included,10844
Air India,2019-06-12,Kolkata,Banglore,10:00:00,16:15:00,375,1,no info,11936
Air India,2019-06-09,Kolkata,Banglore,09:50:00,12:30:00,1600,2,no info,14960
Spicejet,2019-03-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3807
Spicejet,2019-04-09,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,3971
Air India,2019-03-12,Mumbai,Hyderabad,05:05:00,16:55:00,710,2,no info,16172
Indigo,2019-05-15,Delhi,Cochin,06:50:00,22:30:00,940,1,no info,6442
Indigo,2019-05-06,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4049
Multiple Carriers,2019-06-12,Delhi,Cochin,13:05:00,22:30:00,565,1,no info,9646
Spicejet,2019-03-18,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,no info,2437
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,10262
Multiple Carriers,2019-06-12,Delhi,Cochin,11:40:00,19:15:00,455,1,no info,8266
Indigo,2019-06-27,Delhi,Cochin,17:30:00,01:30:00,480,1,no info,5684
Air Asia,2019-04-15,Kolkata,Banglore,07:35:00,23:30:00,955,1,no info,5192
Spicejet,2019-06-03,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3859
Multiple Carriers,2019-05-21,Delhi,Cochin,11:30:00,01:30:00,840,1,no info,14067
Indigo,2019-04-15,Delhi,Cochin,06:50:00,12:10:00,320,1,no info,5761
Indigo,2019-05-09,Delhi,Cochin,10:35:00,01:30:00,895,1,no info,8330
Air Asia,2019-06-09,Kolkata,Banglore,22:40:00,10:40:00,720,1,no info,11323
Air India,2019-03-15,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Indigo,2019-05-15,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,no info,2227
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,19:00:00,615,1,no info,12524
Indigo,2019-06-06,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,6386
Indigo,2019-06-12,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,3943
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,04:25:00,1995,2,no info,10929
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,395,1,no info,14151
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,20:20:00,1640,1,no info,8610
Indigo,2019-05-03,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Air India,2019-03-21,Banglore,Delhi,08:15:00,11:20:00,1625,2,no info,7642
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,12:35:00,910,2,no info,13292
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,690,1,in-flight meal not included,13469
Air India,2019-05-21,Delhi,Cochin,20:15:00,19:15:00,1380,2,no info,13381
Vistara,2019-05-24,Banglore,Delhi,11:30:00,14:20:00,170,0,no info,4668
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,04:40:00,585,1,in-flight meal not included,9663
Air India,2019-05-01,Kolkata,Banglore,12:00:00,21:50:00,590,2,no info,10676
Indigo,2019-03-21,Delhi,Cochin,04:55:00,12:00:00,425,1,no info,6287
Indigo,2019-03-21,Delhi,Cochin,06:40:00,16:10:00,570,1,no info,6558
Spicejet,2019-06-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,3873
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1215,1,no info,13941
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,180,0,in-flight meal not included,5769
Jet Airways,2019-03-18,Banglore,Delhi,08:55:00,15:15:00,380,1,no info,12284
Air India,2019-04-12,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,5911
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,04:40:00,450,1,in-flight meal not included,10844
Spicejet,2019-03-21,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,no info,1759
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,04:40:00,450,1,in-flight meal not included,9663
Air India,2019-05-21,Kolkata,Banglore,08:20:00,18:30:00,610,2,no info,10697
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,22:25:00,340,1,no info,6853
Indigo,2019-04-27,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,4804
Air India,2019-03-18,Banglore,Delhi,11:05:00,22:10:00,665,2,no info,10846
Indigo,2019-06-06,Delhi,Cochin,08:35:00,22:30:00,835,1,no info,6442
Multiple Carriers,2019-06-27,Delhi,Cochin,14:55:00,22:30:00,455,1,in-flight meal not included,6093
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,12:35:00,330,1,no info,14924
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:20:00,535,2,no info,8366
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:15:00,705,1,no info,10786
Indigo,2019-04-03,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,3943
Air India,2019-06-24,Delhi,Cochin,17:15:00,07:40:00,865,2,no info,11989
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,20:25:00,1445,1,no info,11105
Jet Airways,2019-03-12,Banglore,Delhi,09:45:00,14:25:00,280,1,no info,12295
Air Asia,2019-05-21,Banglore,Delhi,04:55:00,07:45:00,170,0,no info,3383
Jet Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175,0,in-flight meal not included,4544
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,09:15:00,810,1,in-flight meal not included,11134
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,04:40:00,875,1,in-flight meal not included,7594
Multiple Carriers,2019-06-06,Delhi,Cochin,08:45:00,19:00:00,615,1,no info,12524
Indigo,2019-03-24,Banglore,Delhi,22:20:00,01:10:00,170,0,no info,7303
Indigo,2019-06-27,Delhi,Cochin,20:25:00,01:30:00,305,1,no info,5054
Indigo,2019-05-18,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,4591
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,12:35:00,1025,2,in-flight meal not included,13029
Indigo,2019-04-24,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,4423
Jet Airways,2019-06-09,Delhi,Cochin,11:40:00,19:00:00,440,2,no info,18804
Multiple Carriers,2019-03-27,Delhi,Cochin,18:15:00,01:35:00,440,1,no info,12327
Jet Airways,2019-06-01,Delhi,Cochin,09:35:00,04:25:00,1130,2,no info,13292
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,19:15:00,385,1,no info,9001
Air Asia,2019-03-24,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,5620
Spicejet,2019-06-12,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,3873
Air India,2019-05-09,Kolkata,Banglore,14:30:00,23:15:00,525,2,no info,14214
Vistara,2019-05-06,Banglore,Delhi,17:00:00,19:35:00,155,0,no info,4878
Jet Airways,2019-03-01,Banglore,Delhi,05:50:00,12:20:00,390,1,business class,28097
Air India,2019-05-06,Kolkata,Banglore,05:50:00,23:15:00,1045,2,no info,11883
Air Asia,2019-05-21,Banglore,Delhi,23:55:00,02:45:00,170,0,no info,3383
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,09:20:00,865,1,in-flight meal not included,9663
Spicejet,2019-05-24,Banglore,Delhi,09:30:00,12:20:00,170,0,no info,3625
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2,in-flight meal not included,10919
Indigo,2019-03-27,Delhi,Cochin,06:40:00,15:30:00,530,1,no info,8574
Jet Airways,2019-05-18,Delhi,Cochin,11:00:00,14:15:00,195,0,in-flight meal not included,7202
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,08:15:00,665,1,no info,14388
Air India,2019-06-15,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,6961
Vistara,2019-05-27,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,4878
Air India,2019-06-03,Delhi,Cochin,13:00:00,19:15:00,375,1,no info,8372
Indigo,2019-03-06,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,14871
Air India,2019-03-12,Banglore,Delhi,08:50:00,10:15:00,1525,2,no info,12778
Spicejet,2019-06-12,Kolkata,Banglore,11:35:00,18:50:00,435,1,no info,8479
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,09:05:00,1555,1,no info,9397
Indigo,2019-06-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,5224
Spicejet,2019-04-03,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,3873
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,08:15:00,735,1,no info,13941
Indigo,2019-03-01,Banglore,Delhi,22:20:00,01:10:00,170,0,no info,11934
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,15554
Vistara,2019-05-15,Banglore,Delhi,11:30:00,14:20:00,170,0,no info,4668
Indigo,2019-05-18,Delhi,Cochin,06:40:00,21:00:00,860,1,no info,6758
Air Asia,2019-05-12,Banglore,Delhi,23:55:00,02:45:00,170,0,no info,4483
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,390,1,no info,14486
Multiple Carriers,2019-05-18,Delhi,Cochin,17:00:00,01:30:00,510,1,no info,8283
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,no info,14571
Multiple Carriers,2019-05-18,Delhi,Cochin,03:50:00,12:35:00,525,1,no info,10197
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,12898
Vistara,2019-06-03,Banglore,Delhi,11:30:00,14:20:00,170,0,no info,4668
Indigo,2019-03-03,Banglore,Delhi,00:40:00,03:25:00,165,0,no info,6144
Multiple Carriers,2019-05-27,Delhi,Cochin,17:00:00,01:30:00,510,1,no info,7198
Indigo,2019-04-27,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,3943
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,6853
Air India,2019-05-24,Kolkata,Banglore,17:30:00,20:25:00,1615,1,no info,10623
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,20:45:00,740,1,no info,14781
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1,no info,13626
Indigo,2019-05-18,Kolkata,Banglore,20:20:00,22:55:00,155,0,no info,4804
Indigo,2019-03-01,Kolkata,Banglore,20:25:00,23:05:00,160,0,no info,4778
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1,no info,10953
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,15:30:00,510,1,no info,6148
Air India,2019-06-15,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,9653
Indigo,2019-03-24,Banglore,Delhi,20:00:00,22:55:00,175,0,no info,6144
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,04:25:00,1105,1,no info,14714
Air India,2019-05-06,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,6121
Indigo,2019-03-24,Banglore,Delhi,06:00:00,08:45:00,165,0,no info,4777
Indigo,2019-03-09,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,6860
Air India,2019-04-09,Delhi,Cochin,05:10:00,08:00:00,170,0,no info,4729
Multiple Carriers,2019-06-06,Delhi,Cochin,19:00:00,01:30:00,390,1,no info,7530
Indigo,2019-04-27,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,4423
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1,no info,13044
Spicejet,2019-05-24,Kolkata,Banglore,11:35:00,18:50:00,435,1,no info,8479
Air Asia,2019-03-09,Banglore,Delhi,23:25:00,02:10:00,165,0,no info,5615
Jet Airways,2019-06-24,Banglore,Delhi,06:00:00,08:45:00,165,0,in-flight meal not included,5769
Jet Airways,2019-03-12,Banglore,Delhi,08:55:00,23:00:00,845,1,no info,13817
Jet Airways,2019-05-27,Delhi,Cochin,19:45:00,19:00:00,1395,1,in-flight meal not included,12898
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1,no info,13941
Jet Airways,2019-05-21,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,7229
Indigo,2019-04-06,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,5073
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,14:25:00,1285,1,no info,11467
Indigo,2019-05-15,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,3943
Indigo,2019-04-09,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Indigo,2019-06-21,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,no info,2754
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,12:00:00,1025,1,in-flight meal not included,10844
Goair,2019-06-24,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,3876
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,19:10:00,1570,1,no info,14151
Jet Airways,2019-06-06,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,8016
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,04:25:00,1570,1,in-flight meal not included,12373
Goair,2019-05-24,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,3419
Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,19:00:00,1530,1,in-flight meal not included,12373
Indigo,2019-06-03,Delhi,Cochin,08:30:00,21:00:00,750,1,no info,6416
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:20:00,535,2,no info,8366
Multiple Carriers,2019-03-21,Delhi,Cochin,08:25:00,18:50:00,625,1,no info,13069
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1,no info,13731
Jet Airways,2019-03-06,Mumbai,Hyderabad,20:45:00,16:50:00,1205,1,no info,19595
Spicejet,2019-03-27,Delhi,Cochin,06:10:00,11:20:00,310,1,no info,5351
Multiple Carriers,2019-06-27,Delhi,Cochin,07:05:00,21:00:00,835,1,no info,13587
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,12373
Multiple Carriers,2019-06-09,Delhi,Cochin,13:00:00,01:30:00,750,1,no info,7198
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,23:30:00,955,1,no info,5320
Goair,2019-05-21,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,5048
Multiple Carriers,2019-06-09,Delhi,Cochin,04:55:00,12:35:00,460,1,no info,10877
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,04:40:00,520,1,no info,13941
Spicejet,2019-06-06,Kolkata,Banglore,06:55:00,09:30:00,155,0,no check-in baggage included,3841
Air India,2019-05-15,Kolkata,Banglore,16:50:00,13:45:00,1255,2,no info,15532
Indigo,2019-05-01,Kolkata,Banglore,19:20:00,23:45:00,265,1,no info,3809
Multiple Carriers,2019-06-24,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,10877
Air India,2019-03-21,Delhi,Cochin,21:00:00,19:15:00,1335,1,no info,6587
Multiple Carriers,2019-05-09,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,8018
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,9646
Multiple Carriers,2019-03-06,Delhi,Cochin,10:00:00,18:50:00,530,1,no info,16497
Air India,2019-03-01,Banglore,Delhi,06:45:00,09:25:00,1600,2,2 long layover,26480
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,10:05:00,775,1,in-flight meal not included,9663
Air India,2019-03-06,Mumbai,Hyderabad,21:10:00,16:55:00,255,2,no info,17327
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,18:45:00,1345,1,no info,12102
Vistara,2019-03-12,Mumbai,Hyderabad,08:45:00,22:55:00,850,1,no info,12080
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,no check-in baggage included,1965
Multiple Carriers,2019-05-15,Delhi,Cochin,11:35:00,01:30:00,835,3,no info,16294
Jet Airways,2019-06-01,Delhi,Cochin,09:35:00,12:35:00,1620,2,no info,13292
Multiple Carriers,2019-05-21,Delhi,Cochin,06:00:00,19:15:00,795,1,no info,8266
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,20:45:00,740,1,in-flight meal not included,10844
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,04:25:00,865,1,in-flight meal not included,12898
